0.120902	0.057180	1.000000
0.490973	0.237660	-1.000000
0.442353	-0.181238	1.000000
-0.056134	0.078179	1.000000
-0.113518	0.169103	1.000000
0.077588	0.142972	1.000000
-0.628830	-0.118741	-1.000000
0.131981	0.715759	-1.000000
0.435177	-0.336830	-1.000000
0.395100	-0.235122	1.000000
-0.673779	0.013661	-1.000000
0.578152	0.623550	-1.000000
-0.704136	0.329835	-1.000000
-0.158645	0.051419	1.000000
0.775737	-0.242832	-1.000000
-0.031936	0.439551	1.000000
-0.498284	0.220182	-1.000000
-0.004020	0.126268	1.000000
-0.037434	-0.139245	1.000000
0.895866	-0.009219	-1.000000
-0.195946	-0.013656	1.000000
-0.035871	0.091729	1.000000
0.031296	-0.059439	1.000000
-0.077537	0.249432	1.000000
0.159438	0.175616	1.000000
0.368213	0.447803	-1.000000
0.715120	0.401749	-1.000000
0.972937	-0.009398	-1.000000
-0.710967	-0.346454	-1.000000
0.392619	-0.217674	1.000000
0.084276	0.078783	1.000000
-0.622779	-0.000952	-1.000000
-0.055988	0.847871	-1.000000
0.022087	0.141745	1.000000
-0.066535	0.017951	1.000000
0.812060	0.486256	-1.000000
-0.599781	-0.483636	-1.000000
-0.011974	0.474084	1.000000
-0.275321	-0.885389	-1.000000
-0.219239	0.413337	1.000000
0.084912	-0.226305	1.000000
0.661357	0.002910	-1.000000
-0.027106	0.660423	-1.000000
0.392726	-0.152436	1.000000
0.430401	0.033230	1.000000
0.496019	-0.790861	-1.000000
0.347933	0.695635	-1.000000
-0.045905	-0.014371	1.000000
0.079568	-0.628131	-1.000000
-0.761366	0.019227	-1.000000
-0.154155	-0.099460	1.000000
-0.053909	0.006401	1.000000
0.258382	0.363143	1.000000
0.565835	-0.260987	-1.000000
0.034381	-0.167726	1.000000
0.688407	-0.415912	-1.000000
0.274903	-0.877707	-1.000000
0.084693	0.122176	1.000000
-0.069199	0.376671	1.000000
-0.739574	-0.200791	-1.000000
0.238412	-0.040921	1.000000
-0.032537	-0.178865	1.000000
-0.255279	-0.116682	1.000000
-0.034195	-0.257052	1.000000
0.216819	0.601490	-1.000000
0.209423	0.179760	1.000000
-0.192640	0.014138	1.000000
-0.104582	-0.240692	1.000000
0.367922	0.648733	-1.000000
-0.362882	-0.796768	-1.000000
-0.131081	0.206216	1.000000
-0.133459	0.254142	1.000000
-0.185694	0.094171	1.000000
-0.221168	-0.232526	1.000000
0.044145	-0.714204	-1.000000
-0.237875	0.160426	1.000000
0.116715	0.211132	1.000000
0.519649	0.502013	-1.000000
0.166197	-0.307429	1.000000
-0.468506	0.733368	-1.000000
0.712246	0.192843	-1.000000
-0.075801	-0.211164	1.000000
0.335916	0.398185	-1.000000
-0.574308	-0.648283	-1.000000
-0.080145	-0.377439	1.000000
0.514490	0.565828	-1.000000
-0.331143	-0.208387	1.000000
-0.213297	0.031911	1.000000
-0.336892	-0.268643	1.000000
-0.295213	-0.773640	-1.000000
0.173927	-0.428101	1.000000
-0.918868	0.128782	-1.000000
0.098663	-0.322645	1.000000
-0.714693	0.272707	-1.000000
-0.016032	0.110571	1.000000
0.382512	0.575729	-1.000000
-0.169179	0.821199	-1.000000
-0.131495	0.008513	1.000000
0.244040	0.404139	1.000000
0.021269	0.086353	1.000000
